order.id,order.date,customer.id,product.id,quantity
36,2/18/2011,30,47,1
36,2/18/2011,30,72,1
36,2/18/2011,30,81,1
36,2/18/2011,30,79,1
36,2/18/2011,30,54,1
36,2/18/2011,30,63,3
36,2/18/2011,30,27,1
36,2/18/2011,30,68,1
36,2/18/2011,30,74,2
36,2/18/2011,30,66,2
36,2/18/2011,30,85,1
36,2/18/2011,30,26,1
36,2/18/2011,30,53,1
36,2/18/2011,30,78,1
36,2/18/2011,30,57,1
37,2/18/2011,8,83,2
38,2/21/2011,5,1,1
38,2/21/2011,5,39,1
38,2/21/2011,5,2,1
38,2/21/2011,5,14,2
38,2/21/2011,5,53,1
38,2/21/2011,5,54,1
38,2/21/2011,5,36,2
39,2/22/2011,10,70,3
39,2/22/2011,10,96,1
39,2/22/2011,10,87,1
39,2/22/2011,10,79,1
39,2/22/2011,10,65,1
39,2/22/2011,10,46,1
39,2/22/2011,10,72,1
39,2/22/2011,10,58,1
39,2/22/2011,10,52,1
39,2/22/2011,10,57,1
39,2/22/2011,10,66,1
39,2/22/2011,10,61,1
39,2/22/2011,10,80,1
39,2/22/2011,10,90,1
39,2/22/2011,10,73,1
39,2/22/2011,10,6,1
39,2/22/2011,10,41,1
39,2/22/2011,10,74,1
39,2/22/2011,10,9,3
39,2/22/2011,10,50,1
39,2/22/2011,10,63,1
39,2/22/2011,10,20,1
39,2/22/2011,10,83,1
39,2/22/2011,10,93,1
39,2/22/2011,10,44,1
39,2/22/2011,10,42,1
39,2/22/2011,10,71,1
39,2/22/2011,10,86,1
39,2/22/2011,10,97,1
40,2/22/2011,14,73,1
41,2/22/2011,13,29,1
41,2/22/2011,13,65,2
42,2/22/2011,13,75,1
42,2/22/2011,13,95,3
42,2/22/2011,13,42,1
42,2/22/2011,13,90,1
42,2/22/2011,13,25,4
42,2/22/2011,13,7,1
42,2/22/2011,13,24,1
42,2/22/2011,13,15,1
42,2/22/2011,13,5,3
42,2/22/2011,13,1,1
42,2/22/2011,13,17,2
42,2/22/2011,13,2,1
42,2/22/2011,13,72,1
42,2/22/2011,13,18,1
42,2/22/2011,13,41,1
42,2/22/2011,13,71,1
42,2/22/2011,13,52,1
42,2/22/2011,13,44,1
43,2/28/2011,24,18,1
43,2/28/2011,24,84,1
43,2/28/2011,24,65,1
43,2/28/2011,24,70,1
43,2/28/2011,24,37,6
43,2/28/2011,24,88,1
43,2/28/2011,24,73,7
43,2/28/2011,24,19,1
43,2/28/2011,24,61,1
43,2/28/2011,24,23,1
43,2/28/2011,24,31,2
43,2/28/2011,24,71,1
43,2/28/2011,24,50,1
44,2/28/2011,16,34,1
44,2/28/2011,16,41,1
44,2/28/2011,16,19,1
44,2/28/2011,16,44,1
44,2/28/2011,16,89,1
44,2/28/2011,16,71,1
44,2/28/2011,16,95,1
44,2/28/2011,16,65,1
44,2/28/2011,16,79,1
44,2/28/2011,16,36,1
44,2/28/2011,16,90,1
44,2/28/2011,16,77,1
44,2/28/2011,16,48,1
44,2/28/2011,16,96,1
44,2/28/2011,16,18,1
45,2/28/2011,2,27,3
45,2/28/2011,2,63,1
45,2/28/2011,2,64,1
45,2/28/2011,2,50,1
45,2/28/2011,2,54,1
45,2/28/2011,2,67,1
46,2/28/2011,8,76,1
46,2/28/2011,8,61,1
46,2/28/2011,8,47,1
46,2/28/2011,8,65,2
47,3/3/2011,10,8,1
47,3/3/2011,10,65,5
47,3/3/2011,10,28,1
47,3/3/2011,10,21,1
47,3/3/2011,10,51,1
47,3/3/2011,10,67,1
47,3/3/2011,10,93,1
47,3/3/2011,10,75,1
47,3/3/2011,10,84,1
47,3/3/2011,10,35,1
47,3/3/2011,10,86,1
47,3/3/2011,10,52,1
47,3/3/2011,10,91,3
48,3/3/2011,30,76,1
48,3/3/2011,30,47,1
48,3/3/2011,30,51,1
48,3/3/2011,30,50,1
48,3/3/2011,30,48,1
48,3/3/2011,30,59,1
48,3/3/2011,30,21,1
48,3/3/2011,30,74,1
48,3/3/2011,30,39,1
48,3/3/2011,30,62,1
48,3/3/2011,30,23,1
48,3/3/2011,30,52,1
48,3/3/2011,30,4,1
48,3/3/2011,30,77,1
48,3/3/2011,30,26,1
48,3/3/2011,30,1,1
48,3/3/2011,30,12,1
48,3/3/2011,30,90,1
48,3/3/2011,30,54,4
49,3/8/2011,11,7,1
50,3/9/2011,10,52,1
50,3/9/2011,10,97,1
51,3/10/2011,10,7,3
51,3/10/2011,10,96,1
52,3/10/2011,13,46,1
53,3/10/2011,17,19,1
54,3/11/2011,7,65,1
54,3/11/2011,7,11,1
55,3/11/2011,13,37,1
55,3/11/2011,13,29,1
55,3/11/2011,13,13,1
55,3/11/2011,13,93,1
55,3/11/2011,13,27,1
55,3/11/2011,13,44,1
56,3/15/2011,11,30,1
56,3/15/2011,11,54,1
57,3/15/2011,17,3,1
58,3/16/2011,20,72,2
59,3/18/2011,17,39,2
59,3/18/2011,17,9,1
59,3/18/2011,17,82,1
59,3/18/2011,17,58,1
59,3/18/2011,17,34,1
59,3/18/2011,17,59,2
60,3/21/2011,9,60,1
61,3/22/2011,5,40,3
61,3/22/2011,5,67,1
61,3/22/2011,5,12,1
61,3/22/2011,5,13,1
62,3/22/2011,5,51,1
62,3/22/2011,5,40,2
62,3/22/2011,5,8,1
62,3/22/2011,5,58,1
62,3/22/2011,5,27,2
62,3/22/2011,5,38,1
62,3/22/2011,5,36,1
63,3/22/2011,25,76,1
63,3/22/2011,25,35,7
63,3/22/2011,25,13,1
63,3/22/2011,25,44,1
63,3/22/2011,25,1,2
63,3/22/2011,25,79,1
63,3/22/2011,25,32,1
63,3/22/2011,25,16,1
63,3/22/2011,25,24,1
63,3/22/2011,25,15,4
63,3/22/2011,25,29,1
63,3/22/2011,25,45,3
63,3/22/2011,25,23,1
63,3/22/2011,25,89,2
63,3/22/2011,25,26,1
63,3/22/2011,25,20,1
63,3/22/2011,25,9,1
63,3/22/2011,25,70,1
63,3/22/2011,25,4,1
63,3/22/2011,25,43,1
63,3/22/2011,25,6,1
63,3/22/2011,25,38,1
63,3/22/2011,25,36,1
63,3/22/2011,25,37,1
63,3/22/2011,25,2,1
63,3/22/2011,25,5,1
64,3/23/2011,15,32,1
64,3/23/2011,15,89,1
64,3/23/2011,15,45,1
64,3/23/2011,15,84,1
64,3/23/2011,15,15,2
64,3/23/2011,15,90,1
64,3/23/2011,15,95,1
64,3/23/2011,15,43,1
65,3/23/2011,28,23,1
65,3/23/2011,28,61,2
65,3/23/2011,28,26,1
66,3/23/2011,6,78,2
66,3/23/2011,6,48,1
67,3/24/2011,10,19,2
67,3/24/2011,10,91,1
67,3/24/2011,10,75,1
68,3/25/2011,16,82,1
68,3/25/2011,16,75,1
68,3/25/2011,16,15,1
69,3/28/2011,19,10,1
70,3/28/2011,1,74,1
70,3/28/2011,1,72,1
70,3/28/2011,1,27,1
70,3/28/2011,1,59,7
70,3/28/2011,1,91,1
70,3/28/2011,1,93,1
70,3/28/2011,1,60,1
70,3/28/2011,1,62,1
70,3/28/2011,1,83,1
71,3/31/2011,8,92,1
71,3/31/2011,8,51,7
71,3/31/2011,8,73,1
72,4/1/2011,1,4,1
72,4/1/2011,1,39,1
73,4/5/2011,9,95,1
73,4/5/2011,9,29,3
73,4/5/2011,9,40,1
73,4/5/2011,9,76,1
73,4/5/2011,9,20,8
73,4/5/2011,9,71,1
74,4/5/2011,28,60,1
74,4/5/2011,28,42,1
74,4/5/2011,28,26,1
74,4/5/2011,28,67,1
74,4/5/2011,28,83,1
74,4/5/2011,28,28,1
74,4/5/2011,28,39,7
74,4/5/2011,28,85,1
74,4/5/2011,28,61,1
74,4/5/2011,28,65,1
74,4/5/2011,28,59,1
74,4/5/2011,28,17,1
74,4/5/2011,28,68,1
74,4/5/2011,28,55,1
74,4/5/2011,28,27,1
74,4/5/2011,28,18,1
74,4/5/2011,28,3,1
74,4/5/2011,28,11,1
74,4/5/2011,28,7,1
74,4/5/2011,28,25,1
74,4/5/2011,28,44,1
74,4/5/2011,28,14,1
74,4/5/2011,28,54,3
74,4/5/2011,28,43,1
74,4/5/2011,28,24,1
74,4/5/2011,28,31,1
74,4/5/2011,28,30,1
75,4/6/2011,5,6,4
75,4/6/2011,5,13,1
75,4/6/2011,5,61,1
75,4/6/2011,5,24,1
75,4/6/2011,5,7,1
75,4/6/2011,5,2,1
75,4/6/2011,5,18,1
75,4/6/2011,5,63,1
76,4/6/2011,8,82,3
76,4/6/2011,8,15,1
76,4/6/2011,8,70,1
76,4/6/2011,8,87,1
76,4/6/2011,8,55,1
76,4/6/2011,8,7,1
76,4/6/2011,8,72,2
77,4/6/2011,10,72,1
77,4/6/2011,10,31,1
77,4/6/2011,10,20,1
77,4/6/2011,10,33,1
77,4/6/2011,10,30,2
77,4/6/2011,10,75,2
77,4/6/2011,10,41,1
77,4/6/2011,10,42,1
77,4/6/2011,10,83,1
77,4/6/2011,10,70,2
77,4/6/2011,10,9,2
77,4/6/2011,10,23,2
77,4/6/2011,10,91,1
77,4/6/2011,10,89,1
77,4/6/2011,10,97,1
77,4/6/2011,10,77,1
77,4/6/2011,10,48,1
78,4/7/2011,8,14,2
78,4/7/2011,8,10,1
78,4/7/2011,8,53,4
78,4/7/2011,8,15,1
78,4/7/2011,8,20,2
78,4/7/2011,8,93,1
78,4/7/2011,8,50,1
78,4/7/2011,8,92,1
78,4/7/2011,8,79,1
78,4/7/2011,8,97,2
78,4/7/2011,8,37,1
78,4/7/2011,8,47,1
79,4/7/2011,22,91,2
79,4/7/2011,22,17,2
79,4/7/2011,22,4,1
79,4/7/2011,22,1,2
79,4/7/2011,22,26,1
79,4/7/2011,22,19,1
79,4/7/2011,22,31,3
79,4/7/2011,22,22,1
79,4/7/2011,22,80,1
79,4/7/2011,22,2,1
79,4/7/2011,22,34,1
79,4/7/2011,22,44,1
79,4/7/2011,22,30,1
79,4/7/2011,22,65,1
79,4/7/2011,22,35,1
79,4/7/2011,22,38,1
80,4/8/2011,21,17,1
81,4/11/2011,17,38,1
81,4/11/2011,17,74,1
81,4/11/2011,17,62,1
81,4/11/2011,17,13,1
82,4/12/2011,11,10,1
82,4/12/2011,11,29,2
82,4/12/2011,11,40,1
82,4/12/2011,11,35,2
82,4/12/2011,11,31,1
82,4/12/2011,11,56,4
83,4/12/2011,11,77,1
83,4/12/2011,11,91,1
83,4/12/2011,11,88,1
83,4/12/2011,11,38,1
83,4/12/2011,11,36,3
83,4/12/2011,11,18,2
83,4/12/2011,11,45,1
83,4/12/2011,11,16,1
83,4/12/2011,11,47,1
83,4/12/2011,11,51,1
83,4/12/2011,11,33,1
83,4/12/2011,11,89,1
83,4/12/2011,11,66,1
83,4/12/2011,11,81,1
83,4/12/2011,11,8,1
83,4/12/2011,11,93,2
83,4/12/2011,11,34,1
83,4/12/2011,11,86,1
83,4/12/2011,11,59,1
83,4/12/2011,11,52,1
83,4/12/2011,11,76,2
83,4/12/2011,11,83,1
84,4/12/2011,27,62,1
84,4/12/2011,27,17,2
84,4/12/2011,27,47,1
84,4/12/2011,27,60,1
84,4/12/2011,27,9,1
84,4/12/2011,27,42,1
84,4/12/2011,27,10,1
84,4/12/2011,27,8,1
84,4/12/2011,27,46,1
84,4/12/2011,27,71,1
84,4/12/2011,27,28,1
84,4/12/2011,27,1,1
84,4/12/2011,27,23,1
84,4/12/2011,27,83,2
84,4/12/2011,27,14,1
84,4/12/2011,27,94,2
84,4/12/2011,27,93,1
84,4/12/2011,27,16,1
84,4/12/2011,27,29,1
84,4/12/2011,27,19,1
84,4/12/2011,27,90,1
84,4/12/2011,27,37,1
84,4/12/2011,27,95,1
84,4/12/2011,27,69,1
84,4/12/2011,27,54,1
84,4/12/2011,27,84,2
84,4/12/2011,27,58,1
84,4/12/2011,27,5,1
85,4/12/2011,10,59,1
86,4/13/2011,21,54,2
86,4/13/2011,21,36,1
86,4/13/2011,21,76,1
86,4/13/2011,21,29,1
86,4/13/2011,21,21,1
86,4/13/2011,21,80,1
87,4/13/2011,16,14,1
87,4/13/2011,16,80,1
87,4/13/2011,16,78,1
87,4/13/2011,16,6,6
87,4/13/2011,16,65,1
87,4/13/2011,16,90,1
87,4/13/2011,16,9,1
87,4/13/2011,16,31,2
87,4/13/2011,16,67,1
87,4/13/2011,16,35,1
87,4/13/2011,16,92,1
88,4/13/2011,13,14,1
89,4/14/2011,10,79,1
89,4/14/2011,10,18,1
90,4/14/2011,10,85,1
90,4/14/2011,10,19,2
90,4/14/2011,10,97,2
90,4/14/2011,10,33,1
90,4/14/2011,10,76,1
90,4/14/2011,10,69,1
90,4/14/2011,10,94,1
90,4/14/2011,10,93,1
90,4/14/2011,10,7,2
90,4/14/2011,10,59,1
90,4/14/2011,10,66,1
91,4/14/2011,22,20,1
91,4/14/2011,22,14,1
91,4/14/2011,22,7,1
91,4/14/2011,22,6,1
91,4/14/2011,22,65,1
91,4/14/2011,22,28,1
91,4/14/2011,22,74,1
91,4/14/2011,22,33,1
91,4/14/2011,22,46,3
91,4/14/2011,22,1,1
91,4/14/2011,22,55,1
91,4/14/2011,22,13,6
91,4/14/2011,22,43,1
91,4/14/2011,22,41,1
91,4/14/2011,22,10,1
91,4/14/2011,22,84,1
91,4/14/2011,22,18,1
91,4/14/2011,22,79,1
91,4/14/2011,22,39,2
91,4/14/2011,22,37,6
91,4/14/2011,22,31,1
92,4/14/2011,30,74,1
93,4/14/2011,6,24,1
93,4/14/2011,6,5,1
94,4/15/2011,8,9,2
94,4/15/2011,8,85,1
94,4/15/2011,8,81,1
95,4/18/2011,8,91,2
95,4/18/2011,8,48,1
95,4/18/2011,8,95,1
95,4/18/2011,8,79,2
95,4/18/2011,8,60,1
95,4/18/2011,8,76,1
95,4/18/2011,8,90,1
95,4/18/2011,8,92,1
95,4/18/2011,8,8,1
95,4/18/2011,8,77,2
95,4/18/2011,8,13,1
95,4/18/2011,8,64,1
95,4/18/2011,8,71,2
95,4/18/2011,8,58,2
95,4/18/2011,8,80,1
95,4/18/2011,8,28,1
95,4/18/2011,8,20,1
95,4/18/2011,8,52,1
95,4/18/2011,8,57,1
95,4/18/2011,8,87,1
95,4/18/2011,8,17,1
96,4/18/2011,28,10,1
96,4/18/2011,28,64,1
96,4/18/2011,28,74,10
97,4/18/2011,2,58,1
97,4/18/2011,2,78,1
97,4/18/2011,2,44,1
97,4/18/2011,2,83,2
98,4/18/2011,8,57,4
99,4/19/2011,10,48,1
100,4/19/2011,10,73,1
100,4/19/2011,10,61,1
100,4/19/2011,10,49,1
100,4/19/2011,10,95,1
100,4/19/2011,10,59,1
100,4/19/2011,10,60,1
100,4/19/2011,10,42,1
100,4/19/2011,10,93,1
100,4/19/2011,10,53,2
100,4/19/2011,10,80,2
100,4/19/2011,10,68,4
100,4/19/2011,10,36,1
101,4/20/2011,10,65,2
101,4/20/2011,10,95,2
102,4/21/2011,10,49,1
102,4/21/2011,10,59,1
102,4/21/2011,10,46,1
103,4/21/2011,2,57,1
104,4/22/2011,29,19,1
104,4/22/2011,29,97,1
105,4/22/2011,6,7,1
105,4/22/2011,6,73,1
105,4/22/2011,6,4,1
105,4/22/2011,6,14,1
105,4/22/2011,6,46,1
106,4/22/2011,16,61,1
106,4/22/2011,16,6,1
106,4/22/2011,16,37,1
106,4/22/2011,16,91,1
106,4/22/2011,16,92,1
106,4/22/2011,16,29,1
106,4/22/2011,16,28,1
106,4/22/2011,16,33,2
106,4/22/2011,16,35,1
107,4/25/2011,10,60,1
107,4/25/2011,10,89,1
107,4/25/2011,10,58,1
107,4/25/2011,10,95,1
107,4/25/2011,10,76,1
107,4/25/2011,10,51,1
107,4/25/2011,10,92,1
107,4/25/2011,10,69,2
107,4/25/2011,10,50,1
107,4/25/2011,10,79,1
107,4/25/2011,10,94,1
107,4/25/2011,10,88,1
107,4/25/2011,10,80,2
107,4/25/2011,10,63,1
107,4/25/2011,10,75,1
107,4/25/2011,10,42,1
107,4/25/2011,10,14,1
107,4/25/2011,10,46,1
107,4/25/2011,10,27,1
107,4/25/2011,10,70,2
107,4/25/2011,10,65,1
107,4/25/2011,10,84,2
107,4/25/2011,10,48,1
107,4/25/2011,10,72,1
107,4/25/2011,10,64,1
107,4/25/2011,10,52,1
107,4/25/2011,10,44,2
108,4/25/2011,10,75,2
108,4/25/2011,10,90,1
108,4/25/2011,10,92,1
108,4/25/2011,10,67,1
108,4/25/2011,10,59,1
108,4/25/2011,10,54,1
108,4/25/2011,10,83,1
108,4/25/2011,10,71,1
108,4/25/2011,10,84,1
109,4/26/2011,11,14,1
110,4/26/2011,15,12,1
110,4/26/2011,15,29,1
110,4/26/2011,15,73,1
110,4/26/2011,15,24,1
110,4/26/2011,15,79,2
111,4/26/2011,10,53,1
111,4/26/2011,10,30,1
111,4/26/2011,10,65,2
111,4/26/2011,10,60,1
111,4/26/2011,10,93,1
111,4/26/2011,10,70,2
111,4/26/2011,10,89,1
111,4/26/2011,10,51,1
111,4/26/2011,10,75,8
111,4/26/2011,10,87,1
111,4/26/2011,10,63,1
111,4/26/2011,10,74,1
111,4/26/2011,10,79,1
111,4/26/2011,10,78,1
111,4/26/2011,10,76,1
111,4/26/2011,10,58,2
112,4/26/2011,10,65,1
112,4/26/2011,10,35,1
112,4/26/2011,10,43,2
112,4/26/2011,10,8,2
112,4/26/2011,10,71,2
112,4/26/2011,10,87,1
112,4/26/2011,10,95,1
112,4/26/2011,10,15,1
112,4/26/2011,10,91,2
112,4/26/2011,10,97,1
112,4/26/2011,10,50,1
112,4/26/2011,10,90,1
112,4/26/2011,10,36,1
112,4/26/2011,10,69,1
113,4/27/2011,9,86,1
114,4/27/2011,19,46,1
115,4/29/2011,18,34,1
115,4/29/2011,18,93,1
115,4/29/2011,18,70,1
115,4/29/2011,18,94,1
115,4/29/2011,18,13,1
115,4/29/2011,18,97,1
115,4/29/2011,18,16,1
115,4/29/2011,18,17,1
115,4/29/2011,18,86,5
115,4/29/2011,18,90,1
115,4/29/2011,18,63,1
115,4/29/2011,18,85,1
115,4/29/2011,18,92,1
115,4/29/2011,18,11,2
115,4/29/2011,18,35,1
115,4/29/2011,18,74,1
115,4/29/2011,18,45,1
115,4/29/2011,18,46,1
115,4/29/2011,18,41,2
115,4/29/2011,18,72,1
115,4/29/2011,18,19,1
115,4/29/2011,18,7,1
115,4/29/2011,18,75,1
115,4/29/2011,18,40,1
115,4/29/2011,18,96,1
115,4/29/2011,18,80,1
115,4/29/2011,18,91,3
116,4/29/2011,27,34,2
117,4/29/2011,19,58,1
117,4/29/2011,19,22,1
117,4/29/2011,19,36,2
117,4/29/2011,19,29,1
117,4/29/2011,19,53,1
117,4/29/2011,19,38,1
117,4/29/2011,19,13,1
117,4/29/2011,19,23,1
117,4/29/2011,19,44,1
117,4/29/2011,19,15,1
117,4/29/2011,19,43,1
117,4/29/2011,19,12,2
117,4/29/2011,19,17,1
117,4/29/2011,19,59,1
117,4/29/2011,19,42,2
117,4/29/2011,19,57,1
117,4/29/2011,19,49,2
117,4/29/2011,19,4,1
117,4/29/2011,19,74,1
117,4/29/2011,19,85,3
117,4/29/2011,19,54,1
117,4/29/2011,19,39,1
118,5/3/2011,26,32,1
118,5/3/2011,26,65,2
118,5/3/2011,26,38,1
118,5/3/2011,26,11,2
118,5/3/2011,26,36,1
118,5/3/2011,26,79,1
118,5/3/2011,26,43,1
118,5/3/2011,26,34,1
118,5/3/2011,26,44,1
118,5/3/2011,26,19,1
119,5/4/2011,16,14,1
120,5/4/2011,25,28,1
120,5/4/2011,25,15,1
120,5/4/2011,25,10,1
120,5/4/2011,25,93,1
120,5/4/2011,25,35,1
120,5/4/2011,25,20,1
120,5/4/2011,25,52,1
120,5/4/2011,25,44,1
120,5/4/2011,25,91,1
120,5/4/2011,25,73,1
120,5/4/2011,25,43,1
120,5/4/2011,25,65,1
120,5/4/2011,25,29,1
120,5/4/2011,25,18,1
120,5/4/2011,25,70,1
120,5/4/2011,25,33,1
121,5/4/2011,2,50,1
121,5/4/2011,2,71,1
121,5/4/2011,2,68,1
122,5/5/2011,10,36,1
122,5/5/2011,10,18,1
122,5/5/2011,10,76,1
123,5/6/2011,10,72,3
123,5/6/2011,10,46,1
123,5/6/2011,10,70,1
123,5/6/2011,10,19,3
124,5/6/2011,20,93,1
124,5/6/2011,20,16,1
124,5/6/2011,20,20,1
124,5/6/2011,20,15,1
124,5/6/2011,20,9,1
124,5/6/2011,20,80,2
